A tool for subjective and interactive visual data exploration,Bo Kang (Ghent University);Kai Puolamäki (Aalto University);Jefrey Lijffijt (Ghent University);Tijl De Bie (Ghent University);,"2497045425,96415260,2509450284,2522659473","We present SIDE, a tool for Subjective and Interactive Visual Data Exploration, which lets users explore high dimensional data via subjectively informative 2D data visualizations. Many existing visual analytics tools are either restricted to specific problems and domains or they aim to find visualizations that align with user’s belief about the data. In contrast, our generic tool computes data visualizations that are surprising given a user’s current understanding of the data. The user’s belief state is represented as a set of projection tiles. Hence, this user-awareness offers users an efficient way to interactively explore yet-unknown features of complex high dimensional datasets.",2016,European Conference on Principles of Data Mining and Knowledge Discovery,dimensionality reduction;data visualization;data science;computer vision;data mining;machine learning;computer science;
Online Density Estimation of Heterogeneous Data Streams in Higher Dimensions,Michael Geilke (University of Mainz);Andreas Karwath (University of Freiburg);Stefan Kramer (Technische Universität München);,"78118147,2011053717,2283720790",-,2016,European Conference on Principles of Data Mining and Knowledge Discovery,parallel computing;data mining;database;
Consistency of Probabilistic Classifier Trees,Krzysztof Dembczyński (Poznań University of Technology);Wojciech Kotłowski (Poznań University of Technology);Willem Waegeman (Ghent University);Róbert Busa-Fekete (University of Paderborn);Eyke Hüllermeier (University of Paderborn);,"1886095867,1500202045,18839523,169445216,323026139",-,2016,European Conference on Principles of Data Mining and Knowledge Discovery,probabilistic classification;pattern recognition;machine learning;statistics;computer science;mathematics;
Pure Exploration for Max-Quantile Bandits,Yahel David (Technion – Israel Institute of Technology);Nahum Shimkin (Technion – Israel Institute of Technology);,"2153710149,2175232850",-,2016,European Conference on Principles of Data Mining and Knowledge Discovery,-
Copula PC Algorithm for Causal Discovery from Mixed Data,Ruifei Cui (Radboud University Nijmegen);Perry Groot (Radboud University Nijmegen);Tom Heskes (Radboud University Nijmegen);,"2556851335,2106856679,2017622874",-,2016,European Conference on Principles of Data Mining and Knowledge Discovery,data science;econometrics;artificial intelligence;computer science;
GMMbuilder – User-Driven Discovery of Clustering Structure for Bioarchaeology,Markus Mauder (Ludwig Maximilian University of Munich);Yulia Bobkova (Ludwig Maximilian University of Munich);Eirini Ntoutsi (Leibniz University of Hanover);,"2151155804,2703259140,2494120497",-,2016,European Conference on Principles of Data Mining and Knowledge Discovery,-
Leveraging Spatial Abstraction in Traffic Analysis and Forecasting with Visual Analytics,Natalia V. Andrienko (Fraunhofer Society);Gennady L. Andrienko (Fraunhofer Society);Salvatore Rinzivillo (Istituto di Scienza e Tecnologie dell'Informazione);,"1983982202,237265413,1263076414",-,2016,European Conference on Principles of Data Mining and Knowledge Discovery,analytics;data science;data mining;database;
Concept Neurons – Handling Drift Issues for Real-Time Industrial Data Mining,Luis Moreira-Matias (NEC);João Gama (University of Porto);João Mendes-Moreira (University of Porto);,"2166440515,2113857198,2047917331",-,2016,European Conference on Principles of Data Mining and Knowledge Discovery,data science;operations research;data mining;
Local Roots: A Tree-Based Subgoal Discovery Method to Accelerate Reinforcement Learning,Alper Demir (Middle East Technical University);Erkin Çilden (Middle East Technical University);Faruk Polat (Middle East Technical University);,"2546593366,793263704,2128132497",-,2016,European Conference on Principles of Data Mining and Knowledge Discovery,artificial intelligence;machine learning;
Transactional Tree Mining,Mostafa Haghir Chehreghani (Katholieke Universiteit Leuven);Morteza Haghir Chehreghani (Xerox);,"2277421228,2528340438",-,2016,European Conference on Principles of Data Mining and Knowledge Discovery,-
Learning Beyond Predefined Label Space via Bayesian Nonparametric Topic Modelling,Changying Du (Chinese Academy of Sciences);Fuzhen Zhuang (Chinese Academy of Sciences);Jia He (Chinese Academy of Sciences);Qing He (Chinese Academy of Sciences);Guoping Long (Chinese Academy of Sciences);,"2116524837,2050314250,2145519872,2167314737,2710294017","In real world machine learning applications, testing data may contain some meaningful new categories that have not been seen in labeled training data. To simultaneously recognize new data categories and assign most appropriate category labels to the data actually from known categories, existing models assume the number of unknown new categories is pre-specified, though it is difficult to determine in advance. In this paper, we propose a Bayesian nonparametric topic model to automatically infer this number, based on the hierarchical Dirichlet process and the notion of latent Dirichlet allocation. Exact inference in our model is intractable, so we provide an efficient collapsed Gibbs sampling algorithm for approximate posterior inference. Extensive experiments on various text data sets show that: a compared with parametric approaches that use pre-specified true number of new categories, the proposed nonparametric approach can yield comparable performance; and b when the exact number of new categories is unavailable, i.e. the parametric approaches only have a rough idea about the new categories, our approach has evident performance advantages.",2016,European Conference on Principles of Data Mining and Knowledge Discovery,data mining;pattern recognition;machine learning;statistics;mathematics;
Persistent Roles in Online Social Networks,Matt Revelle (George Mason University);Carlotta Domeniconi (George Mason University);Aditya Johri (George Mason University);,"1946942809,45678088,2133717597",-,2016,European Conference on Principles of Data Mining and Knowledge Discovery,-
Bipeline: A Web-Based Visualization Tool for Biclustering of Multivariate Time Series,Ricardo Cachucho (Leiden University);Kaihua Liu (Leiden University);Siegfried Nijssen (Leiden University);Arno J. Knobbe (Leiden University);,"274548734,2552470413,2102450877,1229146049",-,2016,European Conference on Principles of Data Mining and Knowledge Discovery,bioinformatics;data mining;
Link Prediction in Dynamic Networks Using Graphlet,Mahmudur Rahman (Indiana University – Purdue University Indianapolis);Mohammad Al Hasan (Indiana University – Purdue University Indianapolis);,"2107991719,2430381672",-,2016,European Conference on Principles of Data Mining and Knowledge Discovery,-
h(odor): Interactive Discovery of Hypotheses on the Structure-Odor Relationship in Neuroscience,Guillaume Bosc (University of Lyon);Marc Plantevit (University of Lyon);Jean-François Boulicaut (University of Lyon);Moustafa Bensafi (University of Lyon);Mehdi Kaytoue (University of Lyon);,"2069411302,107359601,1971530415,334061343,82059179","From a molecule to the brain perception, olfaction is a complex phenomenon that remains to be fully understood in neuroscience. Latest studies reveal that the physico-chemical properties of volatile molecules can partly explain the odor perception. Neuroscientists are then looking for new hypotheses to guide their research: physico-chemical descriptors distinguishing a subset of perceived odors. To answer this problem, we present the platform h(odor) that implements descriptive rule discovery algorithms suited for this task. Most importantly, the ol-faction experts can interact with the discovery algorithm to guide the search in a huge description space w.r.t their non-formalized background knowledge thanks to an ergonomic user interface.",2016,European Conference on Principles of Data Mining and Knowledge Discovery,interactivity;data mining;artificial intelligence;machine learning;computer science;
